<8, 5, 1.0, 1000.0, 0.5>,
<8, 6, 1.0, 1000.0, 0.5>,
<8, 7, 1.0, 1000.0, 0.5>,
<8, 8, 0.0, infinity, 1.0>,
<8, 9, 1.0, 1000.0, 0.5>,
<8, 10, 1.0, 1000.0, 0.5>,

<9, 1, 1.0, 1000.0, 0.5>,
<9, 2, 1.0, 1000.0, 0.5>,
<9, 3, 1.0, 1000.0, 0.5>,
<9, 4, 1.0, 1000.0, 0.5>,
<9, 5, 1.0, 1000.0, 0.5>,
<9, 6, 1.0, 1000.0, 0.5>,
<9, 7, 1.0, 1000.0, 0.5>,
<9, 8, 1.0, 1000.0, 0.5>,
<9, 9, 0.0, infinity, 1.0>,
<9, 10, 1.0, 1000.0, 0.5>,

<10, 1, 1.0, 1000.0, 0.5>,
<10, 2, 1.0, 1000.0, 0.5>,
<10, 5, 1.0, 1000.0, 0.5>,
<10, 4, 1.0, 1000.0, 0.5>,
<10, 5, 1.0, 1000.0, 0.5>,
<10, 6, 1.0, 1000.0, 0.5>,
<10, 7, 1.0, 1000.0, 0.5>,
<10, 8, 1.0, 1000.0, 0.5>,
<10, 9, 1.0, 1000.0, 0.5>,
<10, 10, 0.0, infinity, 1.0>
};


/*********************************************
 * DSP Operators
 *********************************************/
 
operators = {
// <name>
<"src">,
<"snk">,
<"op1">, 
<"op2">, 
<"op3">, 
<"op4">, 
<"op5">, 
<"op6">
};
 
 
/*********************************************
 * DSP Application Graph
 *********************************************/

nodesDSP = {
// <id, operator, capacity, execution, flowIn, flowOut>
<1, "src", 2, 3, 0.0, 10.0>,
<2, "op1", 3, 3, 10.0, 1.0>,
<3, "op2", 4, 3, 11.0, 1.0>,
<4, "op3", 3, 3, 12.0, 1.0>,
<5, "op4", 3, 3, 2.0, 1.0>,
<6, "op5", 3, 3, 2.0, 1.0>,
<7, "snk", 2, 3, 1.0, 0.0>
};

edgesDSP = {
// <src, dst, flow>
<1, 2, 10.0>,
<1, 3, 10.0>,
<1, 4, 10.0>,
<2, 3, 1.0>,
<2, 4, 1.0>,
<3, 4, 1.0>,
<3, 5, 1.0>,
<4, 5, 1.0>,
<4, 6, 1.0>,
<5, 6, 1.0>,
<6, 7, 1.0>,
};

pathsDSP = {
// <{node1, node2, ..., noden}>
<{1, 2, 3, 4, 5, 6, 7}>
<{1, 2, 3, 4, 6, 7}>
<{1, 2, 3, 5, 6, 7}>
<{1, 2, 4, 5, 6, 7}>
<{1, 2, 4, 6, 7}>
<{1, 3, 4, 5, 6, 7}>
<{1, 3, 4, 6, 7}>
<{1, 3, 5, 6, 7}>
}; 
 
 
/*********************************************
 * Eligible Pins/Links
 *********************************************/

eligiblePins = 
[ // [i,j] = 1 iff DSP node i can be mapped on RES node j, 0 otherwise
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 1, 1, 1, 1, 1, 1, 1, 1, 0],
[0, 1, 1, 1, 1, 1, 1, 1, 1, 0],
[0, 1, 1, 1, 1, 1, 1, 1, 1, 0],
[0, 1, 1, 1, 1, 1, 1, 1, 1, 0],
[0, 1, 1, 1, 1, 1, 1, 1, 1, 0],
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
];
 
/*********************************************
 * Response Time
 *********************************************/
 
wR = 0.5;
maxR = 20000.0;
 
 
/*********************************************
 * Availability
 *********************************************/
 
wA = 0.5;
minA = 0.05;
